datetime,open,high,low,close,hlc3,ema10,ema20
2017-04-17,1212.5,1359.0,1202.0,1355.2,1305.3999999999999,1132.0585321535768,1030.965282802522
2017-04-24,1355.3,1449.7,1325.0,1435.0,1403.2333333333333,1181.363041458987,1066.4193828530756
2017-05-01,1435.3,1702.0,1432.0,1619.9,1584.6333333333332,1254.684912708868,1115.773092422624
2017-05-08,1620.0,1908.1,1618.9,1827.2,1784.7333333333333,1351.0573528224072,1179.4835915569772
2017-05-15,1827.3,2099.1,1719.0,2026.6,1948.2333333333333,1459.6348038243939,1252.697852678535
2017-05-22,2026.7,2690.0,1810.0,2056.9,2185.633333333333,1591.6345364623828,1341.5488508361348
2017-05-29,2056.8,2498.0,1990.0,2488.2,2325.4,1725.0464389237677,1435.2489602803123
2017-06-05,2488.2,3003.0,2480.0,2936.4,2806.4666666666667,1921.6682985133857,1565.8411227932984
2017-06-12,2938.8,2962.2,2046.0,2491.4,2499.866666666667,2026.795274541255,1654.7959364955238
2017-06-19,2494.9,2780.0,2368.3,2481.7,2543.3333333333335,2120.7112852307237,1739.4185457181725
2017-06-26,2483.0,2566.8,2207.8,2445.1,2406.566666666667,2172.68499094635,1802.9564619989815
2017-07-03,2445.1,2628.6,2416.2,2478.0,2507.6,2233.5786289561042,1870.0653703800308
2017-07-10,2480.5,2499.9,1826.2,1925.0,2083.7000000000003,2206.3279691459034,1890.4115255819327
2017-07-17,1925.0,2922.0,1923.2,2749.3,2531.5,2265.450156573921,1951.4675707646056
2017-07-24,2747.5,2820.0,2404.0,2748.2,2657.4,2336.7137644695717,2018.699230691786
2017-07-31,2748.2,3339.5,2604.0,3232.0,3058.5,2467.9476254751044,2117.7278753878063
2017-08-07,3232.1,4190.0,3190.0,4061.5,3813.8333333333335,2712.654117812964,2279.2617285254755
2017-08-14,4060.9,4492.3,3832.5,4060.0,4128.266666666666,2970.0382176045464,2455.3574369198745
2017-08-21,4059.6,4464.2,3599.0,4334.9,4132.7,3181.4312689491744,2615.10434768941
2017-08-28,4335.4,4970.0,4175.0,4598.5,4581.166666666667,3435.9286139887186,2802.3483780681963
2017-09-04,4598.0,4694.9,3900.1,4233.9,4276.3,3588.7234114453154,2942.7247230140824
2017-09-11,4233.4,4383.2,2980.4,3666.6,3676.7333333333336,3604.725215424955,3012.630304949249
2017-09-18,3667.0,4119.0,3490.0,3654.7,3754.566666666667,3631.9691156507206,3083.2909108270983
2017-09-25,3654.4,4424.0,3653.7,4404.2,4160.633333333333,3728.0898825021045,3185.894951065787
2017-10-02,4404.3,4632.4,4133.0,4611.9,4459.099999999999,3861.000812956267,3307.1525747738074
2017-10-09,4611.8,5920.0,4551.0,5713.9,5394.966666666666,4139.903695449067,3505.992012096937
2017-10-16,5712.0,6199.9,5114.0,5981.3,5765.066666666667,4435.3878720340845,3721.141979198816
2017-10-23,5981.4,6345.0,5365.3,6152.0,5954.099999999999,4711.517349846069,3933.8046478465476
2017-10-30,6150.0,7598.0,6006.2,7370.5,6991.566666666667,5126.071771086177,4225.020078210368
2017-11-06,7356.2,7899.9,5400.2,5811.1,6370.399999999999,5352.313267252327,4429.341975523666
2017-11-13,5810.0,8130.0,5780.0,8052.7,7320.900000000001,5710.238127751904,4704.728454045222
2017-11-20,8052.6,9495.0,7755.6,9306.2,8852.266666666666,6281.516043918225,5099.732093342503
2017-11-27,9305.4,11874.0,8801.0,11162.0,10612.333333333334,7068.937369266427,5624.741735246391
2017-12-04,11161.0,17171.0,10718.0,14911.0,14266.666666666666,8377.615423339197,6447.782204905465
2017-12-11,14943.0,19891.0,14901.0,18970.0,17920.666666666668,10112.715649398737,7540.437867930341
2017-12-18,18956.0,19175.0,10700.0,13476.0,14450.333333333334,10901.373410114118,8198.523150349674
2017-12-25,13543.0,16494.0,11651.0,13766.0,13970.333333333334,11459.366123426702,8748.21935825288
2018-01-01,13769.0,17252.0,12777.0,16214.0,15414.333333333334,12178.451070682453,9383.08735587959
2018-01-08,16215.35727958,16329.0,12639.0,13558.0,14175.333333333334,12541.520572982614,9839.491734684709
2018-01-15,13551.0,14356.0,9231.1,11514.0,11700.366666666667,12388.583499106988,10016.71791868299
2018-01-22,11514.0,12190.0,9900.0,11832.0,11307.333333333334,12191.992559875414,10139.633672459215
2018-01-29,11835.0,11975.0,7809.0,8185.2,9323.066666666668,11670.369670201097,10061.865386193258
2018-02-05,8185.2,9074.9,6000.0,8070.5,7715.133333333334,10951.235790770594,9838.367095444693
2018-02-12,8070.7,11250.0,8069.57681296,10400.0,9906.52560432,10761.288484143213,9844.858382004246
2018-02-19,10400.0,11788.0,9280.4,9578.0,10215.466666666667,10662.048153692933,9880.154409114954
2018-02-26,9575.0,11549.0,9359.9,11500.0,10802.966666666667,10687.669701506338,9968.041290786545
2018-03-05,11500.0,11700.0,8342.0,9527.7,9856.566666666668,10536.560058808216,9957.424659917984
2018-03-12,9527.0,9900.0,7240.0,8200.2,8446.733333333334,10156.591563267328,9813.54929548135
2018-03-19,8200.3,9177.5,8085.7,8445.1,8569.433333333334,9868.017339642965,9695.062060991064
2018-03-26,8445.3,8499.1,6425.1,6813.0,7245.733333333334,9391.23842940485,9461.792658356995
2018-04-02,6816.7,7509.7,6500.2,7023.9,7011.266666666666,8958.51629072518,9228.409230576965
2018-04-09,7023.9,8458.8,6611.0,8357.5,7809.099999999999,8749.53151059333,9093.236922902968
2018-04-16,8357.4,9069.0,7823.0,8791.4,8561.133333333333,8715.277296546057,9042.560390563003
2018-04-23,8791.4,9767.4,8652.2,9400.0,9273.199999999999,8816.717788083137,9064.526067652241
2018-04-30,9401.2,9990.0,8817.97469512,9658.7,9488.89156504,8938.931202075293,9104.941829308218
2018-05-07,9658.6,9677.9,8204.40576219,8683.6,8855.30192073,8923.725878194331,9081.166599919816
2018-05-14,8683.5,8884.5,7925.0,8522.5,8444.0,8836.502991249907,9020.48406659412
2018-05-21,8522.6,8644.0,7211.1,7339.7,7731.599999999999,8635.611538295378,8897.733203108965
2018-05-28,7339.6,7779.0,7040.0,7718.0,7512.333333333333,8431.379137393187,8765.790358368427
2018-06-04,7718.1,7764.0,6618.9,6758.0,7046.966666666667,8179.667779079275,8602.092863920641
2018-06-11,6758.0,6899.0,6107.87718467,6438.4,6481.759061556666,7870.9571031660735,8400.156311314548
2018-06-18,6443.6,6849.7,5755.0,6148.0390596,6250.913019866667,7576.403633475273,8195.466474033798
2018-06-25,6148.0,6545.5,5780.0,6349.7,6225.066666666667,7330.706003146435,8007.809349522642
2018-07-02,6349.3,6839.4,6275.0,6707.0,6607.133333333334,7199.14733590769,7874.411633695089
2018-07-09,6707.0,6820.0,6079.9,6347.2,6415.7,7056.702365742655,7735.486716200319
2018-07-16,6347.2,7685.2,6327.1,7400.0,7137.433333333333,7071.380723486415,7678.529251165368
2018-07-23,7398.7,8506.7,7374.0,8221.0,8033.900000000001,7246.384228307067,7712.374084387714
2018-07-30,8218.5,8301.7283857,6890.0,7025.8,7405.842795233333,7275.376695020934,7683.180628277773
2018-08-06,7025.2,7153.6,6008.1,6313.9,6491.866666666666,7132.9203262292485,7569.722155743382
2018-08-13,6313.9,6647.6,5858.6,6485.1,6330.433333333334,6987.013600248173,7451.694648847188
2018-08-20,6485.1,6899.0,6230.0,6707.0,6612.0,6918.82930929396,7371.72372990936
2018-08-27,6707.0,7429.2,6652.7,7300.0,7127.3,6956.733071240513,7348.445279441802
2018-09-03,7300.1,7415.4,6119.5,6239.9,6591.599999999999,6890.345240105874,7276.364776637821
2018-09-10,6240.0,6596.5,6170.0,6498.4,6421.633333333334,6805.1248934199575,7194.961782037393
2018-09-17,6499.9,6840.9,6100.0,6710.0,6550.3,6758.793094616329,7133.565421843356
2018-09-24,6710.03023581,6826.41966538,6328.0,6622.4,6592.273221793333,6728.516754103057,7082.013783743353
2018-10-01,6622.3,6741.436643800002,6424.6,6609.4,6591.8122146,6703.6613832843195,7035.327920015415
2018-10-08,6609.4,6730.0,6220.3,6336.4,6428.899999999999,6653.704768141716,6977.572880013947
2018-10-15,6336.4,7788.0,6294.6,6590.9,6891.166666666667,6696.879658782616,6969.343716838015
2018-10-22,6590.053594,6627.9,6451.0,6490.1,6523.0,6665.2651753675955,6926.834791424871
2018-10-29,6490.17717293,6529.4,6242.1,6491.702450399999,6421.067483466667,6620.865595021972,6878.666476381232
2018-11-05,6492.1,6615.0,6357.8,6447.9,6473.566666666666,6594.083971684643,6840.0855421227025
2018-11-12,6448.0,6501.1,5432.0,5659.5,5864.2,6461.377795014708,6747.1440619205405
2018-11-19,5659.5,5659.5,3657.6,4089.1,4468.733333333334,6099.078801981731,6530.152563959854
